fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,quality_label,wine_type,alcohol_g_per_L,acidity_to_alcohol_ratio,SO2_ratio,alc_acid_ratio
7.3,0.27,0.37,9.7,0.042,36.0,130.0,0.9979,3.48,0.75,9.9,6,medium,white,78.111,0.09345674744914288,27.692307692307693,135.6164383561644
6.8,0.46,0.26,6.3,0.147,49.0,159.0,0.99434,3.14,0.47,10.0,5,low,white,78.9,0.0861850443599493,30.81761006289308,147.05882352941177
7.2,0.2,0.28,1.6,0.028,13.0,168.0,0.99203,3.17,1.06,11.5,6,medium,white,90.735,0.07935195900148785,7.738095238095238,159.7222222222222
7.6,0.285,0.32,14.6,0.063,32.0,201.0,0.998,3.0,0.45,9.2,5,low,white,72.58800000000001,0.10470050146029646,15.92039800995025,121.05263157894737
6.6,0.32,0.33,2.5,0.052,40.0,219.5,0.99316,3.15,0.6,10.0,5,low,white,78.9,0.08365019011406843,18.223234624145785,151.5151515151515
7.6,0.285,0.32,14.6,0.063,32.0,201.0,0.998,3.0,0.45,9.2,5,low,white,72.58800000000001,0.10470050146029646,15.92039800995025,121.05263157894737
6.6,0.34,0.34,2.6,0.051,40.5,210.0,0.99314,3.15,0.61,10.0,5,low,white,78.9,0.08365019011406843,19.28571428571429,151.5151515151515
6.6,0.32,0.33,2.5,0.052,40.0,210.0,0.99316,3.15,0.6,10.0,5,low,white,78.9,0.08365019011406843,19.047619047619047,151.5151515151515
6.5,0.27,0.26,8.2,0.042,21.0,133.0,0.99612,3.43,0.64,9.8,6,medium,white,77.322,0.08406404386849797,15.789473684210526,150.7692307692308
6.6,0.26,0.27,1.5,0.04,19.0,114.0,0.99295,3.36,0.62,10.5,6,medium,white,82.845,0.07966684772768423,16.666666666666664,159.0909090909091
6.7,0.27,0.26,2.3,0.043,61.0,181.0,0.99394,3.45,0.63,10.6,6,medium,white,83.634,0.08011095965755555,33.70165745856354,158.2089552238806
6.6,0.56,0.15,10.0,0.037,38.0,157.0,0.99642,3.28,0.52,9.4,5,low,white,74.166,0.08898956395113664,24.203821656050955,142.42424242424244
6.6,0.56,0.15,10.0,0.037,38.0,157.0,0.99642,3.28,0.52,9.4,5,low,white,74.166,0.08898956395113664,24.203821656050955,142.42424242424244
7.3,0.19,0.27,1.6,0.027,35.0,136.0,0.99248,3.38,0.54,11.0,7,medium,white,86.79,0.08411107270422859,25.735294117647058,150.68493150684932
6.3,0.2,0.26,1.6,0.027,36.0,141.0,0.99268,3.53,0.56,10.8,6,medium,white,85.212,0.0739332488381918,25.53191489361702,171.42857142857144
7.1,0.29,0.3,16.0,0.036,58.0,201.0,0.99954,3.3,0.67,9.0,5,low,white,71.01,0.09998591747641176,28.855721393034827,126.7605633802817
7.8,0.32,0.33,10.4,0.031,47.0,194.0,0.99692,3.07,0.58,9.6,6,medium,white,75.744,0.10297845373891001,24.22680412371134,123.07692307692308
8.1,0.33,0.36,7.4,0.037,36.0,156.0,0.99592,3.19,0.54,10.6,6,medium,white,83.634,0.09685056316808953,23.076923076923077,130.8641975308642
8.1,0.33,0.36,7.4,0.037,36.0,156.0,0.99592,3.19,0.54,10.6,6,medium,white,83.634,0.09685056316808953,23.076923076923077,130.8641975308642
7.8,0.32,0.33,10.4,0.031,47.0,194.0,0.99692,3.07,0.58,9.6,6,medium,white,75.744,0.10297845373891001,24.22680412371134,123.07692307692308
6.6,0.33,0.24,16.05,0.045,31.0,147.0,0.99822,3.08,0.52,9.2,5,low,white,72.58800000000001,0.09092411968920482,21.08843537414966,139.39393939393938
6.6,0.33,0.24,16.05,0.045,31.0,147.0,0.99822,3.08,0.52,9.2,5,low,white,72.58800000000001,0.09092411968920482,21.08843537414966,139.39393939393938
8.2,0.26,0.33,2.6,0.053,11.0,71.0,0.99402,2.89,0.49,9.5,5,low,white,74.955,0.1093989727169635,15.492957746478872,115.85365853658539
8.3,0.25,0.33,2.5,0.053,12.0,72.0,0.99404,2.89,0.48,9.5,5,low,white,74.955,0.11073310653058503,16.666666666666664,114.45783132530119
7.0,0.26,0.26,10.8,0.039,37.0,184.0,0.99787,3.47,0.58,10.3,7,medium,white,81.26700000000001,0.08613582388915549,20.108695652173914,147.14285714285717
6.0,0.26,0.15,1.2,0.053,35.0,124.0,0.99347,3.08,0.46,8.8,5,low,white,69.432,0.08641548565502938,28.225806451612907,146.66666666666669
7.5,0.28,0.78,12.1,0.041,53.0,161.0,0.99838,2.98,0.44,8.7,5,low,white,68.643,0.10926095887417508,32.91925465838509,115.99999999999999
7.5,0.27,0.79,11.95,0.04,51.0,159.0,0.99839,2.98,0.44,8.7,5,low,white,68.643,0.10926095887417508,32.075471698113205,115.99999999999999
7.0,0.28,0.32,1.7,0.038,27.0,128.0,0.99375,3.2,0.62,10.2,6,medium,white,80.47800000000001,0.08698029275081388,21.09375,145.7142857142857
5.2,0.16,0.34,0.8,0.029,26.0,77.0,0.99155,3.25,0.51,10.1,6,medium,white,79.68900000000001,0.06525367365633901,33.76623376623377,194.2307692307692
6.8,0.34,0.1,1.4,0.049,29.0,118.0,0.9936,3.21,0.41,9.5,5,low,white,74.955,0.09072109932626242,24.576271186440678,139.7058823529412
7.6,0.25,0.34,1.3,0.056,34.0,176.0,0.99434,3.1,0.51,9.5,5,low,white,74.955,0.10139416983523447,19.318181818181817,125.0
5.6,0.35,0.4,6.3,0.022,23.0,174.0,0.9922,3.54,0.5,11.6,7,medium,white,91.524,0.06118613696953804,13.218390804597702,207.14285714285717
8.8,0.24,0.23,10.3,0.032,12.0,97.0,0.99571,3.13,0.4,10.7,6,medium,white,84.423,0.10423699702687657,12.371134020618557,121.59090909090908
6.0,0.29,0.21,15.55,0.043,20.0,142.0,0.99658,3.11,0.54,10.1,6,medium,white,79.68900000000001,0.07529270037269886,14.084507042253522,168.33333333333334
6.1,0.27,0.31,1.5,0.035,17.0,83.0,0.99076,3.32,0.44,11.1,7,medium,white,87.57900000000001,0.06965140044987952,20.481927710843372,181.9672131147541
7.4,0.56,0.09,1.5,0.071,19.0,117.0,0.99496,3.22,0.53,9.8,5,low,white,77.322,0.09570368071182846,16.23931623931624,132.43243243243242
6.8,0.29,0.49,1.4,0.142,52.0,148.0,0.9937,3.08,0.49,9.0,6,medium,white,71.01,0.09576116039994366,35.13513513513514,132.35294117647058
6.1,0.27,0.31,1.5,0.035,17.0,83.0,0.99076,3.32,0.44,11.1,7,medium,white,87.57900000000001,0.06965140044987952,20.481927710843372,181.9672131147541
6.3,0.27,0.37,7.9,0.047,58.0,215.0,0.99542,3.19,0.48,9.5,6,medium,white,74.955,0.0840504302581549,26.976744186046513,150.79365079365078
6.6,0.24,0.3,13.0,0.052,18.0,143.0,0.99825,3.37,0.49,9.4,6,medium,white,74.166,0.08898956395113664,12.587412587412588,142.42424242424244
6.8,0.32,0.3,1.0,0.049,22.0,113.0,0.99289,3.24,0.61,10.2,5,low,white,80.47800000000001,0.08449514152936205,19.469026548672566,150.0
6.4,0.37,0.37,4.85,0.041,39.5,216.5,0.99432,3.1,0.5,9.8,6,medium,white,77.322,0.0827707508859057,18.244803695150118,153.125
6.2,0.26,0.37,7.1,0.047,54.0,201.0,0.99523,3.19,0.48,9.5,6,medium,white,74.955,0.08271629644453339,26.865671641791046,153.2258064516129
6.3,0.27,0.37,7.9,0.047,58.0,215.0,0.99542,3.19,0.48,9.5,6,medium,white,74.955,0.0840504302581549,26.976744186046513,150.79365079365078
6.4,0.3,0.16,7.5,0.05,55.0,191.0,0.9959,3.17,0.49,9.0,5,low,white,71.01,0.09012815096465286,28.79581151832461,140.625
8.0,0.28,0.32,7.6,0.045,61.0,204.0,0.99543,3.1,0.55,10.1,6,medium,white,79.68900000000001,0.10039026716359847,29.901960784313726,126.25
6.7,0.24,0.32,10.3,0.079,37.0,122.0,0.99662,3.02,0.45,8.8,5,low,white,69.432,0.09649729231478281,30.327868852459016,131.34328358208955
7.9,0.27,0.27,1.7,0.034,25.0,122.0,0.99088,2.97,0.51,11.9,6,medium,white,93.891,0.08414011992629751,20.491803278688526,150.63291139240508
7.9,0.27,0.27,1.7,0.034,25.0,122.0,0.99088,2.97,0.51,11.9,6,medium,white,93.891,0.08414011992629751,20.491803278688526,150.63291139240508
6.1,0.28,0.24,19.95,0.074,32.0,174.0,0.99922,3.19,0.44,9.3,6,medium,white,73.37700000000001,0.08313231666598524,18.39080459770115,152.45901639344262
7.7,0.39,0.49,7.7,0.036,11.0,110.0,0.9966,3.33,0.76,10.0,6,medium,white,78.9,0.09759188846641317,10.0,129.87012987012986
6.0,0.2,0.24,5.3,0.075,49.0,201.0,0.99466,3.21,0.43,9.5,5,low,white,74.955,0.08004802881729038,24.378109452736318,158.33333333333331
6.1,0.28,0.24,19.95,0.074,32.0,174.0,0.99922,3.19,0.44,9.3,6,medium,white,73.37700000000001,0.08313231666598524,18.39080459770115,152.45901639344262
7.6,0.31,0.23,12.7,0.054,20.0,139.0,0.99836,3.16,0.5,9.7,4,low,white,76.533,0.09930356839533272,14.388489208633093,127.63157894736841
7.6,0.31,0.23,12.7,0.054,20.0,139.0,0.99836,3.16,0.5,9.7,4,low,white,76.533,0.09930356839533272,14.388489208633093,127.63157894736841
6.3,0.18,0.22,1.5,0.043,45.0,155.0,0.99238,3.19,0.48,10.2,5,low,white,80.47800000000001,0.07828226347573249,29.03225806451613,161.9047619047619
8.6,0.23,0.25,11.3,0.031,13.0,96.0,0.99645,3.11,0.4,10.8,5,low,white,85.212,0.10092475238229356,13.541666666666666,125.58139534883723
6.8,0.21,0.36,18.1,0.046,32.0,133.0,1.0,3.27,0.48,8.8,5,low,white,69.432,0.09793755040903329,24.06015037593985,129.41176470588235
6.8,0.21,0.36,18.1,0.046,32.0,133.0,1.0,3.27,0.48,8.8,5,low,white,69.432,0.09793755040903329,24.06015037593985,129.41176470588235
6.9,0.26,0.31,7.0,0.039,37.0,175.0,0.99376,3.32,0.49,11.4,6,medium,white,89.946,0.07671269428323661,21.142857142857142,165.2173913043478
6.8,0.21,0.36,18.1,0.046,32.0,133.0,1.0,3.27,0.48,8.8,5,low,white,69.432,0.09793755040903329,24.06015037593985,129.41176470588235
6.4,0.31,0.4,6.4,0.039,39.0,191.0,0.99513,3.14,0.52,9.8,5,low,white,77.322,0.0827707508859057,20.418848167539267,153.125
8.6,0.34,0.36,1.4,0.045,11.0,119.0,0.99556,3.17,0.47,9.4,4,low,white,74.166,0.1159560984817841,9.243697478991598,109.30232558139537
8.6,0.34,0.36,1.4,0.045,11.0,119.0,0.99556,3.17,0.47,9.4,4,low,white,74.166,0.1159560984817841,9.243697478991598,109.30232558139537
8.5,0.3,0.28,3.1,0.054,54.0,174.0,0.99543,3.21,0.43,9.4,6,medium,white,74.166,0.11460777175525173,31.03448275862069,110.58823529411765
7.4,0.4,0.41,14.1,0.053,37.0,194.0,0.99886,3.2,0.63,9.4,6,medium,white,74.166,0.09977617776339563,19.072164948453608,127.02702702702702
6.6,0.32,0.34,7.7,0.044,63.0,212.0,0.99526,3.22,0.48,9.7,6,medium,white,76.533,0.08623730939594684,29.71698113207547,146.96969696969697
7.1,0.34,0.31,5.2,0.032,36.0,140.0,0.99166,3.35,0.47,12.3,7,medium,white,97.04700000000001,0.0731604274217647,25.71428571428571,173.23943661971833
6.6,0.26,0.25,11.6,0.045,45.0,178.0,0.99691,3.33,0.43,9.8,6,medium,white,77.322,0.08535733685109023,25.280898876404496,148.4848484848485
8.0,0.27,0.57,10.4,0.053,18.0,134.0,0.99732,3.12,0.68,9.0,5,low,white,71.01,0.11266018870581608,13.432835820895523,112.5
6.2,0.28,0.45,7.5,0.045,46.0,203.0,0.99573,3.26,0.46,9.2,6,medium,white,72.58800000000001,0.08541356698076816,22.660098522167488,148.38709677419354
6.2,0.3,0.49,11.2,0.058,68.0,215.0,0.99656,3.19,0.6,9.4,6,medium,white,74.166,0.08359625704500716,31.627906976744185,151.61290322580646
5.6,0.175,0.29,0.8,0.043,20.0,67.0,0.99112,3.28,0.48,9.9,6,medium,white,78.111,0.07169284735824659,29.850746268656714,176.7857142857143
6.9,0.34,0.36,1.4,0.032,13.0,145.0,0.99214,3.07,0.52,9.8,5,low,white,77.322,0.08923721579886708,8.96551724137931,142.02898550724638
6.9,0.34,0.3,4.7,0.029,34.0,148.0,0.99165,3.36,0.49,12.3,7,medium,white,97.04700000000001,0.07109957031129246,22.972972972972975,178.26086956521738
7.1,0.12,0.3,3.1,0.018,15.0,37.0,0.99004,3.02,0.52,11.9,7,medium,white,93.891,0.07561960145274839,40.54054054054054,167.60563380281693
7.1,0.32,0.29,4.0,0.038,33.0,170.0,0.99463,3.27,0.64,10.2,6,medium,white,80.47800000000001,0.08822286836153978,19.411764705882355,143.6619718309859
7.3,0.51,0.29,11.3,0.034,61.0,224.0,0.99683,3.14,0.56,9.5,6,medium,white,74.955,0.09739176839436996,27.232142857142854,130.13698630136986
7.1,0.12,0.3,3.1,0.018,15.0,37.0,0.99004,3.02,0.52,11.9,7,medium,white,93.891,0.07561960145274839,40.54054054054054,167.60563380281693
6.3,0.24,0.55,8.1,0.04,67.0,216.0,0.99596,3.24,0.5,9.2,5,low,white,72.58800000000001,0.08679120515787732,31.01851851851852,146.03174603174602
7.5,0.41,0.23,14.8,0.054,28.0,174.0,0.99898,3.18,0.49,9.7,5,low,white,76.533,0.09799694249539415,16.091954022988507,129.33333333333331
6.5,0.18,0.33,1.4,0.029,35.0,138.0,0.99114,3.36,0.6,11.5,7,medium,white,90.735,0.07163718520967653,25.36231884057971,176.9230769230769
7.3,0.17,0.24,8.1,0.121,32.0,162.0,0.99508,3.17,0.38,10.4,8,high,white,82.056,0.08896363459101102,19.753086419753085,142.46575342465755
8.2,0.2,0.38,3.5,0.053,41.0,174.0,0.99306,3.22,0.41,11.6,5,low,white,91.524,0.08959398627682355,23.563218390804597,141.46341463414635
7.5,0.41,0.23,14.8,0.054,28.0,174.0,0.99898,3.18,0.49,9.7,5,low,white,76.533,0.09799694249539415,16.091954022988507,129.33333333333331
7.3,0.17,0.24,8.1,0.121,32.0,162.0,0.99508,3.17,0.38,10.4,8,high,white,82.056,0.08896363459101102,19.753086419753085,142.46575342465755
6.5,0.18,0.33,1.4,0.029,35.0,138.0,0.99114,3.36,0.6,11.5,7,medium,white,90.735,0.07163718520967653,25.36231884057971,176.9230769230769
7.3,0.16,0.35,1.5,0.036,29.0,108.0,0.99342,3.27,0.51,10.2,6,medium,white,80.47800000000001,0.09070801958299161,26.851851851851855,139.72602739726028
6.4,0.16,0.37,1.5,0.037,27.0,109.0,0.99345,3.38,0.5,9.8,6,medium,white,77.322,0.0827707508859057,24.770642201834864,153.125
6.6,0.42,0.13,12.8,0.044,26.0,158.0,0.99772,3.24,0.47,9.0,5,low,white,71.01,0.09294465568229826,16.455696202531644,136.36363636363637
5.8,0.3,0.12,1.6,0.036,57.0,163.0,0.99239,3.38,0.59,10.5,6,medium,white,82.845,0.07001026012432857,34.96932515337423,181.0344827586207
6.7,0.54,0.27,7.1,0.049,8.0,178.0,0.99502,3.16,0.38,9.4,4,low,white,74.166,0.09033789067766902,4.49438202247191,140.2985074626866
6.7,0.54,0.27,7.1,0.049,8.0,178.0,0.99502,3.16,0.38,9.4,4,low,white,74.166,0.09033789067766902,4.49438202247191,140.2985074626866
6.4,0.22,0.3,11.2,0.046,53.0,149.0,0.99479,3.21,0.34,10.8,5,low,white,85.212,0.07510679247054405,35.57046979865772,168.75
6.8,0.23,0.3,1.7,0.043,19.0,95.0,0.99207,3.17,0.46,10.7,7,medium,white,84.423,0.08054677042985915,20.0,157.35294117647058
9.0,0.26,0.34,6.7,0.029,21.0,162.0,0.99497,3.08,0.5,10.6,6,medium,white,83.634,0.10761173685343281,12.962962962962962,117.77777777777779
6.5,0.23,0.25,17.3,0.046,15.0,110.0,0.99828,3.15,0.42,9.2,6,medium,white,72.58800000000001,0.08954648151209565,13.636363636363635,141.53846153846152
5.9,0.28,0.14,8.6,0.032,30.0,142.0,0.99542,3.28,0.44,9.5,6,medium,white,74.955,0.07871389500366888,21.12676056338028,161.01694915254237
5.9,0.28,0.14,8.6,0.032,30.0,142.0,0.99542,3.28,0.44,9.5,6,medium,white,74.955,0.07871389500366888,21.12676056338028,161.01694915254237
6.2,0.27,0.18,1.5,0.028,20.0,111.0,0.99228,3.41,0.5,10.0,5,low,white,78.9,0.07858048162230671,18.01801801801802,161.29032258064515
9.0,0.29,0.34,12.1,0.03,34.0,177.0,0.99706,3.13,0.47,10.6,5,low,white,83.634,0.10761173685343281,19.2090395480226,117.77777777777779
9.0,0.26,0.34,6.7,0.029,21.0,162.0,0.99497,3.08,0.5,10.6,6,medium,white,83.634,0.10761173685343281,12.962962962962962,117.77777777777779
8.9,0.27,0.34,10.7,0.029,19.5,166.0,0.99669,3.13,0.48,10.6,5,low,white,83.634,0.10641605088839468,11.74698795180723,119.10112359550563
6.5,0.23,0.25,17.3,0.046,15.0,110.0,0.99828,3.15,0.42,9.2,6,medium,white,72.58800000000001,0.08954648151209565,13.636363636363635,141.53846153846152
6.9,0.32,0.3,1.8,0.036,28.0,117.0,0.99269,3.24,0.48,11.0,6,medium,white,86.79,0.07950224680262703,23.931623931623932,159.42028985507247
7.2,0.22,0.24,1.4,0.041,17.0,159.0,0.99196,3.25,0.53,11.2,6,medium,white,88.36800000000001,0.08147745790331341,10.69182389937107,155.55555555555554
6.7,0.5,0.38,7.5,0.046,26.0,175.0,0.99662,3.32,0.54,9.6,5,low,white,75.744,0.08845585128855091,14.857142857142858,143.28358208955223
6.2,0.33,0.14,4.8,0.052,27.0,128.0,0.99475,3.21,0.48,9.4,5,low,white,74.166,0.08359625704500716,21.09375,151.61290322580646
6.3,0.26,0.42,7.1,0.045,62.0,209.0,0.99544,3.2,0.53,9.5,6,medium,white,74.955,0.0840504302581549,29.665071770334926,150.79365079365078
7.5,0.2,0.47,16.9,0.052,51.0,188.0,0.99944,3.09,0.62,9.3,5,low,white,73.37700000000001,0.10221186475326055,27.127659574468083,124.0
6.2,0.33,0.14,4.8,0.052,27.0,128.0,0.99475,3.21,0.48,9.4,5,low,white,74.166,0.08359625704500716,21.09375,151.61290322580646
6.3,0.26,0.42,7.1,0.045,62.0,209.0,0.99544,3.2,0.53,9.5,6,medium,white,74.955,0.0840504302581549,29.665071770334926,150.79365079365078
6.6,0.36,0.52,11.3,0.046,8.0,110.0,0.9966,3.07,0.46,9.4,5,low,white,74.166,0.08898956395113664,7.2727272727272725,142.42424242424244
6.3,0.13,0.42,1.1,0.043,63.0,146.0,0.99066,3.13,0.72,11.2,7,medium,white,88.36800000000001,0.07129277566539922,43.15068493150685,177.77777777777777
6.4,0.15,0.44,1.2,0.043,67.0,150.0,0.9907,3.14,0.73,11.2,7,medium,white,88.36800000000001,0.07242440702516748,44.666666666666664,174.99999999999997
6.3,0.13,0.42,1.1,0.043,63.0,146.0,0.99066,3.13,0.72,11.2,7,medium,white,88.36800000000001,0.07129277566539922,43.15068493150685,177.77777777777777
7.6,0.23,0.64,12.9,0.033,54.0,170.0,0.998,3.0,0.53,8.8,5,low,white,69.432,0.1094596151630372,31.76470588235294,115.78947368421053
6.4,0.15,0.44,1.2,0.043,67.0,150.0,0.9907,3.14,0.73,11.2,7,medium,white,88.36800000000001,0.07242440702516748,44.666666666666664,174.99999999999997
6.3,0.13,0.42,1.1,0.043,63.0,146.0,0.99066,3.13,0.72,11.2,7,medium,white,88.36800000000001,0.07129277566539922,43.15068493150685,177.77777777777777
5.7,0.255,0.65,1.2,0.079,17.0,137.0,0.99307,3.2,0.42,9.4,5,low,white,74.166,0.07685462341234528,12.408759124087592,164.91228070175438
6.9,0.32,0.26,2.3,0.03,11.0,103.0,0.99106,3.06,0.42,11.1,6,medium,white,87.57900000000001,0.0787860103449457,10.679611650485436,160.86956521739128
6.9,0.28,0.22,10.0,0.052,36.0,131.0,0.99696,3.08,0.46,9.6,5,low,white,75.744,0.09109632446134348,27.480916030534353,139.1304347826087
6.9,0.32,0.26,2.3,0.03,11.0,103.0,0.99106,3.06,0.42,11.1,6,medium,white,87.57900000000001,0.0787860103449457,10.679611650485436,160.86956521739128
5.7,0.255,0.65,1.2,0.079,17.0,137.0,0.99307,3.2,0.42,9.4,5,low,white,74.166,0.07685462341234528,12.408759124087592,164.91228070175438
6.6,0.41,0.16,1.4,0.037,28.0,160.0,0.99167,2.95,0.45,10.6,6,medium,white,83.634,0.0789152736925174,17.5,160.60606060606062
7.3,0.37,0.16,14.9,0.048,59.0,240.0,0.99902,3.13,0.45,8.9,5,low,white,70.221,0.10395750558949601,24.583333333333332,121.91780821917808
6.9,0.21,0.24,1.8,0.021,17.0,80.0,0.98992,3.15,0.46,12.3,7,medium,white,97.04700000000001,0.07109957031129246,21.25,178.26086956521738
6.6,0.24,0.28,1.8,0.028,39.0,132.0,0.99182,3.34,0.46,11.4,5,low,white,89.946,0.07337735974918284,29.545454545454547,172.72727272727275
6.8,0.28,0.36,7.0,0.043,60.0,207.0,0.99556,3.16,0.49,9.6,6,medium,white,75.744,0.08977608787494719,28.985507246376812,141.1764705882353
6.6,0.24,0.24,8.6,0.034,25.0,135.0,0.99582,3.33,0.59,10.3,6,medium,white,81.26700000000001,0.08121377680977516,18.51851851851852,156.0606060606061
6.6,0.24,0.28,1.8,0.028,39.0,132.0,0.99182,3.34,0.46,11.4,5,low,white,89.946,0.07337735974918284,29.545454545454547,172.72727272727275
7.0,0.16,0.32,1.1,0.032,29.0,80.0,0.98972,3.23,0.36,12.1,6,medium,white,95.46900000000001,0.0733222302527522,36.25,172.85714285714283
7.0,0.14,0.28,1.3,0.026,10.0,56.0,0.99352,3.46,0.45,9.9,5,low,white,78.111,0.08961605919780824,17.857142857142858,141.42857142857144
6.3,0.34,0.36,4.9,0.035,31.0,185.0,0.9946,3.15,0.49,9.7,5,low,white,76.533,0.08231743169613108,16.756756756756758,153.96825396825395
6.8,0.26,0.24,1.9,0.043,70.0,154.0,0.99273,3.18,0.52,10.5,5,low,white,82.845,0.08208099462852314,45.45454545454545,154.41176470588235
6.7,0.17,0.42,10.4,0.038,85.0,182.0,0.99628,3.04,0.44,8.9,6,medium,white,70.221,0.09541305307529087,46.7032967032967,132.8358208955224
6.5,0.27,0.4,10.0,0.039,74.0,227.0,0.99582,3.18,0.5,9.4,5,low,white,74.166,0.08764123722460428,32.59911894273127,144.6153846153846
6.7,0.25,0.36,8.6,0.037,63.0,206.0,0.99553,3.18,0.5,9.6,5,low,white,75.744,0.08845585128855091,30.582524271844658,143.28358208955223
5.8,0.3,0.27,1.7,0.014,45.0,104.0,0.98914,3.4,0.56,12.6,7,medium,white,99.414,0.05834188343694047,43.269230769230774,217.24137931034483
6.4,0.28,0.56,1.7,0.156,49.0,106.0,0.99354,3.1,0.37,9.2,6,medium,white,72.58800000000001,0.0881688433349865,46.22641509433962,143.74999999999997
7.7,0.3,0.26,18.95,0.053,36.0,174.0,0.99976,3.2,0.5,10.4,5,low,white,82.056,0.09383835429462807,20.689655172413794,135.06493506493507
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.99808,3.0,0.52,9.0,7,medium,white,71.01,0.09576116039994366,11.11111111111111,132.35294117647058
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.99808,3.0,0.52,9.0,7,medium,white,71.01,0.09576116039994366,11.11111111111111,132.35294117647058
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.99808,3.0,0.52,9.0,7,medium,white,71.01,0.09576116039994366,11.11111111111111,132.35294117647058
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.99808,3.0,0.52,9.0,7,medium,white,71.01,0.09576116039994366,11.11111111111111,132.35294117647058
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.99808,3.0,0.52,9.0,7,medium,white,71.01,0.09576116039994366,11.11111111111111,132.35294117647058
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.99808,3.0,0.52,9.0,7,medium,white,71.01,0.09576116039994366,11.11111111111111,132.35294117647058
5.1,0.14,0.25,0.7,0.039,15.0,89.0,0.9919,3.22,0.43,9.2,6,medium,white,72.58800000000001,0.07025954703256736,16.853932584269664,180.3921568627451
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.99808,3.0,0.52,9.0,7,medium,white,71.01,0.09576116039994366,11.11111111111111,132.35294117647058
7.2,0.615,0.1,1.4,0.068,25.0,154.0,0.99499,3.2,0.48,9.7,4,low,white,76.533,0.09407706479557838,16.233766233766232,134.7222222222222
6.9,0.13,0.28,13.3,0.05,47.0,132.0,0.99655,3.34,0.42,10.1,6,medium,white,79.68900000000001,0.08658660542860369,35.60606060606061,146.37681159420288
6.7,0.34,0.3,8.5,0.059,24.0,152.0,0.99615,3.46,0.64,11.0,7,medium,white,86.79,0.07719783385182624,15.789473684210526,164.17910447761193
7.3,0.32,0.29,1.5,0.038,32.0,144.0,0.99296,3.2,0.55,10.8,5,low,white,85.212,0.0856686851617143,22.22222222222222,147.94520547945206
6.3,0.21,0.29,11.7,0.048,49.0,147.0,0.99482,3.22,0.38,10.8,5,low,white,85.212,0.0739332488381918,33.33333333333333,171.42857142857144
5.4,0.5,0.13,5.0,0.028,12.0,107.0,0.99079,3.48,0.88,13.5,7,medium,white,106.515,0.05069708491761724,11.214953271028037,250.0
8.2,0.52,0.34,1.2,0.042,18.0,167.0,0.99366,3.24,0.39,10.6,5,low,white,83.634,0.09804624913312766,10.778443113772456,129.26829268292684
7.8,0.28,0.31,2.1,0.046,28.0,208.0,0.99434,3.23,0.64,9.8,5,low,white,77.322,0.10087685264219756,13.461538461538462,125.64102564102566
6.4,0.22,0.34,1.4,0.023,56.0,115.0,0.98958,3.18,0.7,11.7,6,medium,white,92.313,0.06932934689588682,48.69565217391305,182.81249999999997
7.8,0.28,0.31,2.1,0.046,28.0,208.0,0.99434,3.23,0.64,9.8,5,low,white,77.322,0.10087685264219756,13.461538461538462,125.64102564102566
6.9,0.32,0.27,16.0,0.034,58.0,185.0,0.99938,3.34,0.6,9.0,6,medium,white,71.01,0.09716941275876637,31.351351351351354,130.43478260869566
6.8,0.11,0.42,1.1,0.042,51.0,132.0,0.99059,3.18,0.74,11.3,7,medium,white,89.15700000000001,0.07626995076101707,38.63636363636363,166.1764705882353
6.2,0.26,0.32,15.3,0.031,64.0,185.0,0.99835,3.31,0.61,9.4,5,low,white,74.166,0.08359625704500716,34.5945945945946,151.61290322580646
6.4,0.22,0.34,1.4,0.023,56.0,115.0,0.98958,3.18,0.7,11.7,6,medium,white,92.313,0.06932934689588682,48.69565217391305,182.81249999999997
6.7,0.3,0.29,2.8,0.025,37.0,107.0,0.99159,3.31,0.63,11.3,7,medium,white,89.15700000000001,0.07514833383806094,34.57943925233645,168.65671641791045
6.7,0.3,0.29,2.8,0.025,37.0,107.0,0.99159,3.31,0.63,11.3,7,medium,white,89.15700000000001,0.07514833383806094,34.57943925233645,168.65671641791045
7.1,0.2,0.3,0.9,0.019,4.0,28.0,0.98931,3.2,0.36,12.0,6,medium,white,94.68,0.07498943810730882,14.285714285714285,169.01408450704227
7.2,0.2,0.36,2.5,0.028,22.0,157.0,0.9938,3.48,0.49,10.6,6,medium,white,83.634,0.08608938948274625,14.012738853503185,147.2222222222222
8.9,0.26,0.33,8.1,0.024,47.0,202.0,0.99558,3.13,0.46,10.8,6,medium,white,85.212,0.10444538327935032,23.26732673267327,121.34831460674158
7.5,0.25,0.32,8.2,0.024,53.0,209.0,0.99563,3.12,0.46,10.8,6,medium,white,85.212,0.08801577242641881,25.358851674641148,144.00000000000003
7.1,0.2,0.3,0.9,0.019,4.0,28.0,0.98931,3.2,0.36,12.0,6,medium,white,94.68,0.07498943810730882,14.285714285714285,169.01408450704227
