fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,quality_label,wine_type,alcohol_g_per_L,acidity_to_alcohol_ratio,SO2_ratio,alc_acid_ratio,density_to_sugar_ratio
10.8,0.29,0.42,1.6,0.084,19.0,27.0,0.99545,3.28,0.73,11.9,6,medium,red,93.891,0.11502699939291305,70.37037037037037,110.18518518518519,0.62215625
7.1,0.715,0.0,2.35,0.071,21.0,47.0,0.99632,3.29,0.45,9.4,5,low,red,74.166,0.0957311975837985,44.680851063829785,132.3943661971831,0.4239659574468085
9.1,0.66,0.15,3.2,0.097,9.0,59.0,0.99976,3.28,0.54,9.6,5,low,red,75.744,0.12014152936206168,15.254237288135593,105.4945054945055,0.31242499999999995
7.0,0.685,0.0,1.9,0.099,9.0,22.0,0.99606,3.34,0.6,9.7,5,low,red,76.533,0.0914638129957012,40.909090909090914,138.57142857142856,0.5242421052631578
4.9,0.42,0.0,2.1,0.048,16.0,42.0,0.99154,3.71,0.74,14.0,7,medium,red,110.46000000000001,0.044359949302915085,38.095238095238095,285.71428571428567,0.4721619047619047
6.7,0.54,0.13,2.0,0.076,15.0,36.0,0.9973,3.61,0.64,9.8,5,low,red,77.322,0.08665062983368252,41.66666666666667,146.26865671641792,0.49865
6.7,0.54,0.13,2.0,0.076,15.0,36.0,0.9973,3.61,0.64,9.8,5,low,red,77.322,0.08665062983368252,41.66666666666667,146.26865671641792,0.49865
7.1,0.48,0.28,2.8,0.068,6.0,16.0,0.99682,3.24,0.53,10.3,5,low,red,81.26700000000001,0.08736633565900057,37.5,145.07042253521126,0.3560071428571429
7.1,0.46,0.14,2.8,0.076,15.0,37.0,0.99624,3.36,0.49,10.7,5,low,red,84.423,0.08410030441941177,40.54054054054054,150.70422535211267,0.3558
7.5,0.27,0.34,2.3,0.05,4.0,8.0,0.9951,3.4,0.64,11.0,7,medium,red,86.79,0.08641548565502938,50.0,146.66666666666666,0.4326521739130435
7.1,0.46,0.14,2.8,0.076,15.0,37.0,0.99624,3.36,0.49,10.7,5,low,red,84.423,0.08410030441941177,40.54054054054054,150.70422535211267,0.3558
7.8,0.57,0.09,2.3,0.065,34.0,45.0,0.99417,3.46,0.74,12.7,8,high,red,100.203,0.07784198077901859,75.55555555555556,162.82051282051282,0.43224782608695655
5.9,0.61,0.08,2.1,0.071,16.0,24.0,0.99376,3.56,0.77,11.1,6,medium,red,87.57900000000001,0.06736774797611299,66.66666666666666,188.13559322033896,0.4732190476190476
7.5,0.685,0.07,2.5,0.058,5.0,9.0,0.99632,3.38,0.55,10.9,4,low,red,86.001,0.08720828827571772,55.55555555555556,145.33333333333334,0.398528
5.9,0.61,0.08,2.1,0.071,16.0,24.0,0.99376,3.56,0.77,11.1,6,medium,red,87.57900000000001,0.06736774797611299,66.66666666666666,188.13559322033896,0.4732190476190476
10.4,0.44,0.42,1.5,0.145,34.0,48.0,0.99832,3.38,0.86,9.9,3,low,red,78.111,0.13314385937960083,70.83333333333334,95.1923076923077,0.6655466666666666
11.6,0.47,0.44,1.6,0.147,36.0,51.0,0.99836,3.38,0.86,9.9,4,low,red,78.111,0.14850661238493937,70.58823529411765,85.3448275862069,0.623975
8.8,0.685,0.26,1.6,0.088,16.0,23.0,0.99694,3.32,0.47,9.4,5,low,red,74.166,0.11865275193484887,69.56521739130434,106.81818181818181,0.6230875
7.6,0.665,0.1,1.5,0.066,27.0,55.0,0.99655,3.39,0.51,9.3,5,low,red,73.37700000000001,0.10357468961663735,49.09090909090909,122.36842105263159,0.6643666666666667
6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,11.7,7,medium,red,92.313,0.07257916003163152,36.0,174.62686567164178,0.41276666666666667
6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,11.7,7,medium,red,92.313,0.07257916003163152,36.0,174.62686567164178,0.41276666666666667
10.1,0.31,0.35,1.6,0.075,9.0,28.0,0.99672,3.24,0.83,11.2,7,medium,red,88.36800000000001,0.11429476733659241,32.142857142857146,110.89108910891088,0.62295
6.0,0.5,0.04,2.2,0.092,13.0,26.0,0.99647,3.46,0.47,10.0,5,low,red,78.9,0.07604562737642585,50.0,166.66666666666669,0.45294090909090906
11.1,0.42,0.47,2.65,0.085,9.0,34.0,0.99736,3.24,0.77,12.1,7,medium,red,95.46900000000001,0.11626810797222134,26.47058823529412,109.009009009009,0.3763622641509434
6.6,0.66,0.0,3.0,0.115,21.0,31.0,0.99629,3.45,0.63,10.3,5,low,red,81.26700000000001,0.08121377680977516,67.74193548387096,156.0606060606061,0.33209666666666665
10.6,0.5,0.45,2.6,0.119,34.0,68.0,0.99708,3.23,0.72,10.9,6,medium,red,86.001,0.12325438076301437,50.0,102.8301886792453,0.3834923076923077
7.1,0.685,0.35,2.0,0.088,9.0,92.0,0.9963,3.28,0.62,9.4,5,low,red,74.166,0.0957311975837985,9.782608695652174,132.3943661971831,0.49815
9.9,0.25,0.46,1.7,0.062,26.0,42.0,0.9959,3.18,0.83,10.6,6,medium,red,83.634,0.1183729105387761,61.904761904761905,107.07070707070707,0.5858235294117647
6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.99689,3.59,0.66,9.8,5,low,red,77.322,0.0827707508859057,45.16129032258064,153.125,0.5538277777777778
6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.99689,3.59,0.66,9.8,5,low,red,77.322,0.0827707508859057,45.16129032258064,153.125,0.5538277777777778
7.4,0.68,0.16,1.8,0.078,12.0,39.0,0.9977,3.5,0.7,9.9,6,medium,red,78.111,0.09473697686625443,30.76923076923077,133.78378378378378,0.5542777777777778
6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.99689,3.59,0.66,9.8,5,low,red,77.322,0.0827707508859057,45.16129032258064,153.125,0.5538277777777778
6.4,0.63,0.21,1.6,0.08,12.0,32.0,0.99689,3.58,0.66,9.8,5,low,red,77.322,0.0827707508859057,37.5,153.125,0.62305625
9.3,0.43,0.44,1.9,0.085,9.0,22.0,0.99708,3.28,0.55,9.5,5,low,red,74.955,0.1240744446668001,40.909090909090914,102.15053763440861,0.524778947368421
9.3,0.43,0.44,1.9,0.085,9.0,22.0,0.99708,3.28,0.55,9.5,5,low,red,74.955,0.1240744446668001,40.909090909090914,102.15053763440861,0.524778947368421
8.0,0.42,0.32,2.5,0.08,26.0,122.0,0.99801,3.22,1.07,9.7,5,low,red,76.533,0.10453007199508708,21.311475409836063,121.24999999999999,0.399204
9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,6,medium,red,86.001,0.10813827746188998,74.54545454545455,117.2043010752688,0.6643466666666666
9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,6,medium,red,86.001,0.10813827746188998,74.54545454545455,117.2043010752688,0.6643466666666666
7.6,0.735,0.02,2.5,0.071,10.0,14.0,0.99538,3.51,0.71,11.7,7,medium,red,92.313,0.0823285994388656,71.42857142857143,153.94736842105263,0.398152
9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,6,medium,red,86.001,0.10813827746188998,74.54545454545455,117.2043010752688,0.6643466666666666
8.2,0.26,0.34,2.5,0.073,16.0,47.0,0.99594,3.4,0.78,11.3,7,medium,red,89.15700000000001,0.09197258768240293,34.04255319148936,137.8048780487805,0.398376
11.7,0.28,0.47,1.7,0.054,17.0,32.0,0.99686,3.15,0.67,10.6,7,medium,red,83.634,0.13989525790946264,53.125,90.5982905982906,0.5863882352941177
6.8,0.56,0.22,1.8,0.074,15.0,24.0,0.99438,3.4,0.82,11.2,6,medium,red,88.36800000000001,0.07695093246424044,62.5,164.70588235294116,0.5524333333333333
7.2,0.62,0.06,2.7,0.077,15.0,85.0,0.99746,3.51,0.54,9.5,5,low,red,74.955,0.09605763458074845,17.647058823529413,131.94444444444443,0.3694296296296296
5.8,1.01,0.66,2.0,0.039,15.0,88.0,0.99357,3.66,0.6,11.5,6,medium,red,90.735,0.06392241141786521,17.045454545454543,198.27586206896552,0.496785
7.5,0.42,0.32,2.7,0.067,7.0,25.0,0.99628,3.24,0.44,10.4,5,low,red,82.056,0.09140099444281954,28.000000000000004,138.66666666666669,0.3689925925925926
7.2,0.62,0.06,2.5,0.078,17.0,84.0,0.99746,3.51,0.53,9.7,5,low,red,76.533,0.09407706479557838,20.238095238095237,134.7222222222222,0.398984
7.2,0.62,0.06,2.7,0.077,15.0,85.0,0.99746,3.51,0.54,9.5,5,low,red,74.955,0.09605763458074845,17.647058823529413,131.94444444444443,0.3694296296296296
7.2,0.635,0.07,2.6,0.077,16.0,86.0,0.99748,3.51,0.54,9.7,5,low,red,76.533,0.09407706479557838,18.6046511627907,134.7222222222222,0.38364615384615386
6.8,0.49,0.22,2.3,0.071,13.0,24.0,0.99438,3.41,0.83,11.3,6,medium,red,89.15700000000001,0.07626995076101707,54.166666666666664,166.1764705882353,0.43233913043478267
6.9,0.51,0.23,2.0,0.072,13.0,22.0,0.99438,3.4,0.84,11.2,6,medium,red,88.36800000000001,0.07808256382400869,59.09090909090909,162.31884057971013,0.49719
6.8,0.56,0.22,1.8,0.074,15.0,24.0,0.99438,3.4,0.82,11.2,6,medium,red,88.36800000000001,0.07695093246424044,62.5,164.70588235294116,0.5524333333333333
7.6,0.63,0.03,2.0,0.08,27.0,43.0,0.99578,3.44,0.64,10.9,6,medium,red,86.001,0.08837106545272728,62.7906976744186,143.42105263157896,0.49789
7.7,0.715,0.01,2.1,0.064,31.0,43.0,0.99371,3.41,0.57,11.8,6,medium,red,93.102,0.08270499022577388,72.09302325581395,153.24675324675326,0.47319523809523806
6.9,0.56,0.03,1.5,0.086,36.0,46.0,0.99522,3.53,0.57,10.6,5,low,red,83.634,0.08250233158763183,78.26086956521739,153.6231884057971,0.66348
7.3,0.35,0.24,2.0,0.067,28.0,48.0,0.99576,3.43,0.54,10.0,4,low,red,78.9,0.09252217997465145,58.333333333333336,136.986301369863,0.49788
9.1,0.21,0.37,1.6,0.067,6.0,10.0,0.99552,3.23,0.58,11.1,7,medium,red,87.57900000000001,0.10390618755637766,60.0,121.97802197802199,0.6222
10.4,0.38,0.46,2.1,0.104,6.0,10.0,0.99664,3.12,0.65,11.8,7,medium,red,93.102,0.11170544134390238,60.0,113.46153846153845,0.4745904761904762
8.8,0.31,0.4,2.8,0.109,7.0,16.0,0.99614,3.31,0.79,11.8,7,medium,red,93.102,0.09451998882945586,43.75,134.0909090909091,0.35576428571428576
7.1,0.47,0.0,2.2,0.067,7.0,14.0,0.99517,3.4,0.58,10.9,4,low,red,86.001,0.08255717956767944,50.0,153.5211267605634,0.45235
7.7,0.715,0.01,2.1,0.064,31.0,43.0,0.99371,3.41,0.57,11.8,6,medium,red,93.102,0.08270499022577388,72.09302325581395,153.24675324675326,0.47319523809523806
8.8,0.61,0.19,4.0,0.094,30.0,69.0,0.99787,3.22,0.5,10.0,6,medium,red,78.9,0.11153358681875793,43.47826086956522,113.63636363636363,0.2494675
7.2,0.6,0.04,2.5,0.076,18.0,88.0,0.99745,3.53,0.55,9.5,5,low,red,74.955,0.09605763458074845,20.454545454545457,131.94444444444443,0.39898
9.2,0.56,0.18,1.6,0.078,10.0,21.0,0.99576,3.15,0.49,9.9,5,low,red,78.111,0.11778110637426226,47.61904761904761,107.60869565217392,0.62235
7.6,0.715,0.0,2.1,0.068,30.0,35.0,0.99533,3.48,0.65,11.4,6,medium,red,89.946,0.08449514152936206,85.71428571428571,150.00000000000003,0.47396666666666665
8.4,0.31,0.29,3.1,0.194,14.0,26.0,0.99536,3.22,0.78,12.0,6,medium,red,94.68,0.08871989860583016,53.84615384615385,142.85714285714286,0.32108387096774194
7.2,0.6,0.04,2.5,0.076,18.0,88.0,0.99745,3.53,0.55,9.5,5,low,red,74.955,0.09605763458074845,20.454545454545457,131.94444444444443,0.39898
8.8,0.61,0.19,4.0,0.094,30.0,69.0,0.99787,3.22,0.5,10.0,6,medium,red,78.9,0.11153358681875793,43.47826086956522,113.63636363636363,0.2494675
8.9,0.75,0.14,2.5,0.086,9.0,30.0,0.99824,3.34,0.64,10.5,5,low,red,82.845,0.10742953708733177,30.0,117.97752808988764,0.399296
9.0,0.8,0.12,2.4,0.083,8.0,28.0,0.99836,3.33,0.65,10.4,6,medium,red,82.056,0.10968119333138344,28.57142857142857,115.55555555555557,0.41598333333333337
10.7,0.52,0.38,2.6,0.066,29.0,56.0,0.99577,3.15,0.79,12.1,7,medium,red,95.46900000000001,0.11207826624349264,51.78571428571429,113.08411214953271,0.38298846153846156
6.8,0.57,0.0,2.5,0.072,32.0,64.0,0.99491,3.43,0.56,11.2,6,medium,red,88.36800000000001,0.07695093246424044,50.0,164.70588235294116,0.397964
10.7,0.9,0.34,6.6,0.112,23.0,99.0,1.00289,3.22,0.68,9.3,5,low,red,73.37700000000001,0.14582226038131837,23.232323232323232,86.9158878504673,0.1519530303030303
7.2,0.34,0.24,2.0,0.071,30.0,52.0,0.99576,3.44,0.58,10.1,5,low,red,79.68900000000001,0.09035124044723863,57.692307692307686,140.27777777777777,0.49788
7.2,0.66,0.03,2.3,0.078,16.0,86.0,0.99743,3.53,0.57,9.7,5,low,red,76.533,0.09407706479557838,18.6046511627907,134.7222222222222,0.4336652173913044
10.1,0.45,0.23,1.9,0.082,10.0,18.0,0.99774,3.22,0.65,9.3,6,medium,red,73.37700000000001,0.13764531120105752,55.55555555555556,92.0792079207921,0.5251263157894737
7.2,0.66,0.03,2.3,0.078,16.0,86.0,0.99743,3.53,0.57,9.7,5,low,red,76.533,0.09407706479557838,18.6046511627907,134.7222222222222,0.4336652173913044
7.2,0.63,0.03,2.2,0.08,17.0,88.0,0.99745,3.53,0.58,9.8,6,medium,red,77.322,0.0931170947466439,19.318181818181817,136.11111111111111,0.4533863636363636
7.1,0.59,0.01,2.3,0.08,27.0,43.0,0.9955,3.42,0.58,10.7,6,medium,red,84.423,0.08410030441941177,62.7906976744186,150.70422535211267,0.4328260869565218
8.3,0.31,0.39,2.4,0.078,17.0,43.0,0.99444,3.31,0.77,12.5,7,medium,red,98.625,0.08415716096324462,39.53488372093023,150.6024096385542,0.41435
7.1,0.59,0.01,2.3,0.08,27.0,43.0,0.9955,3.42,0.58,10.7,6,medium,red,84.423,0.08410030441941177,62.7906976744186,150.70422535211267,0.4328260869565218
8.3,0.31,0.39,2.4,0.078,17.0,43.0,0.99444,3.31,0.77,12.5,7,medium,red,98.625,0.08415716096324462,39.53488372093023,150.6024096385542,0.41435
8.3,1.02,0.02,3.4,0.084,6.0,11.0,0.99892,3.48,0.49,11.0,3,low,red,86.79,0.09563313745823251,54.54545454545454,132.5301204819277,0.2938
8.9,0.31,0.36,2.6,0.056,10.0,39.0,0.99562,3.4,0.69,11.8,5,low,red,93.102,0.09559407961160878,25.64102564102564,132.58426966292137,0.3829307692307692
7.4,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,3.58,0.69,10.8,7,medium,red,85.212,0.08684222879406657,48.484848484848484,145.94594594594594,0.4155666666666667
7.4,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,3.58,0.69,10.8,7,medium,red,85.212,0.08684222879406657,48.484848484848484,145.94594594594594,0.4155666666666667
6.8,0.59,0.06,6.0,0.06,11.0,18.0,0.9962,3.41,0.59,10.8,7,medium,red,85.212,0.07980096699995305,61.111111111111114,158.82352941176472,0.16603333333333334
6.8,0.59,0.06,6.0,0.06,11.0,18.0,0.9962,3.41,0.59,10.8,7,medium,red,85.212,0.07980096699995305,61.111111111111114,158.82352941176472,0.16603333333333334
9.2,0.58,0.2,3.0,0.081,15.0,115.0,0.998,3.23,0.59,9.5,5,low,red,74.955,0.12274031085317856,13.043478260869565,103.2608695652174,0.33266666666666667
7.2,0.54,0.27,2.6,0.084,12.0,78.0,0.9964,3.39,0.71,11.0,5,low,red,86.79,0.0829588662288282,15.384615384615385,152.77777777777777,0.3832307692307692
6.1,0.56,0.0,2.2,0.079,6.0,9.0,0.9948,3.59,0.54,11.5,6,medium,red,90.735,0.0672287430429272,66.66666666666666,188.52459016393445,0.45218181818181813
7.4,0.52,0.13,2.4,0.078,34.0,61.0,0.99528,3.43,0.59,10.8,6,medium,red,85.212,0.08684222879406657,55.73770491803278,145.94594594594594,0.4147
7.3,0.305,0.39,1.2,0.059,7.0,11.0,0.99331,3.29,0.52,11.5,6,medium,red,90.735,0.08045406954317517,63.63636363636363,157.53424657534248,0.8277583333333334
9.3,0.38,0.48,3.8,0.132,3.0,11.0,0.99577,3.23,0.57,13.2,6,medium,red,104.14800000000001,0.08929600184353036,27.27272727272727,141.93548387096772,0.2620447368421053
9.1,0.28,0.46,9.0,0.114,3.0,9.0,0.99901,3.18,0.6,10.9,6,medium,red,86.001,0.10581272310787083,33.33333333333333,119.7802197802198,0.1110011111111111
10.0,0.46,0.44,2.9,0.065,4.0,8.0,0.99674,3.33,0.62,12.2,6,medium,red,96.25800000000001,0.10388746909347793,50.0,122.0,0.3437034482758621
9.4,0.395,0.46,4.6,0.094,3.0,10.0,0.99639,3.27,0.64,12.2,7,medium,red,96.25800000000001,0.09765422094786926,30.0,129.7872340425532,0.21660652173913045
7.3,0.305,0.39,1.2,0.059,7.0,11.0,0.99331,3.29,0.52,11.5,6,medium,red,90.735,0.08045406954317517,63.63636363636363,157.53424657534248,0.8277583333333334
8.6,0.315,0.4,2.2,0.079,3.0,6.0,0.99512,3.27,0.67,11.9,6,medium,red,93.891,0.09159557359065298,50.0,138.37209302325581,0.4523272727272727
5.3,0.715,0.19,1.5,0.161,7.0,62.0,0.99395,3.62,0.61,11.0,5,low,red,86.79,0.06106694319622075,11.29032258064516,207.54716981132074,0.6626333333333333
6.8,0.41,0.31,8.8,0.084,26.0,45.0,0.99824,3.38,0.64,10.1,6,medium,red,79.68900000000001,0.0853317270890587,57.77777777777777,148.52941176470588,0.11343636363636363
8.4,0.36,0.32,2.2,0.081,32.0,79.0,0.9964,3.3,0.72,11.0,6,medium,red,86.79,0.0967853439336329,40.50632911392405,130.95238095238096,0.4529090909090909
8.4,0.62,0.12,1.8,0.072,38.0,46.0,0.99504,3.38,0.89,11.8,6,medium,red,93.102,0.09022362570084423,82.6086956521739,140.47619047619048,0.5528
9.6,0.41,0.37,2.3,0.091,10.0,23.0,0.99786,3.24,0.56,10.5,5,low,red,82.845,0.11587905124026797,43.47826086956522,109.375,0.4338521739130435
8.4,0.36,0.32,2.2,0.081,32.0,79.0,0.9964,3.3,0.72,11.0,6,medium,red,86.79,0.0967853439336329,40.50632911392405,130.95238095238096,0.4529090909090909
8.4,0.62,0.12,1.8,0.072,38.0,46.0,0.99504,3.38,0.89,11.8,6,medium,red,93.102,0.09022362570084423,82.6086956521739,140.47619047619048,0.5528
6.8,0.41,0.31,8.8,0.084,26.0,45.0,0.99824,3.38,0.64,10.1,6,medium,red,79.68900000000001,0.0853317270890587,57.77777777777777,148.52941176470588,0.11343636363636363
8.6,0.47,0.27,2.3,0.055,14.0,28.0,0.99516,3.18,0.8,11.2,5,low,red,88.36800000000001,0.09732029694006879,50.0,130.23255813953486,0.4326782608695653
8.6,0.22,0.36,1.9,0.064,53.0,77.0,0.99604,3.47,0.87,11.0,7,medium,red,86.79,0.09908975688443368,68.83116883116884,127.90697674418605,0.5242315789473685
9.4,0.24,0.33,2.3,0.061,52.0,73.0,0.99786,3.47,0.9,10.2,6,medium,red,80.47800000000001,0.11680210740823578,71.23287671232876,108.51063829787233,0.4338521739130435
8.4,0.67,0.19,2.2,0.093,11.0,75.0,0.99736,3.2,0.59,9.2,4,low,red,72.58800000000001,0.11572160687716977,14.666666666666666,109.52380952380952,0.4533454545454545
8.6,0.47,0.27,2.3,0.055,14.0,28.0,0.99516,3.18,0.8,11.2,5,low,red,88.36800000000001,0.09732029694006879,50.0,130.23255813953486,0.4326782608695653
8.7,0.33,0.38,3.3,0.063,10.0,19.0,0.99468,3.3,0.73,12.0,7,medium,red,94.68,0.09188846641318123,52.63157894736842,137.93103448275863,0.30141818181818186
6.6,0.61,0.01,1.9,0.08,8.0,25.0,0.99746,3.69,0.73,10.5,5,low,red,82.845,0.07966684772768423,32.0,159.0909090909091,0.5249789473684211
7.4,0.61,0.01,2.0,0.074,13.0,38.0,0.99748,3.48,0.65,9.8,5,low,red,77.322,0.09570368071182846,34.21052631578947,132.43243243243242,0.49874
7.6,0.4,0.29,1.9,0.078,29.0,66.0,0.9971,3.45,0.59,9.5,6,medium,red,74.955,0.10139416983523447,43.93939393939394,125.0,0.5247894736842106
7.4,0.61,0.01,2.0,0.074,13.0,38.0,0.99748,3.48,0.65,9.8,5,low,red,77.322,0.09570368071182846,34.21052631578947,132.43243243243242,0.49874
6.6,0.61,0.01,1.9,0.08,8.0,25.0,0.99746,3.69,0.73,10.5,5,low,red,82.845,0.07966684772768423,32.0,159.0909090909091,0.5249789473684211
8.8,0.3,0.38,2.3,0.06,19.0,72.0,0.99543,3.39,0.72,11.8,6,medium,red,93.102,0.09451998882945586,26.38888888888889,134.0909090909091,0.4327956521739131
8.8,0.3,0.38,2.3,0.06,19.0,72.0,0.99543,3.39,0.72,11.8,6,medium,red,93.102,0.09451998882945586,26.38888888888889,134.0909090909091,0.4327956521739131
12.0,0.63,0.5,1.4,0.071,6.0,26.0,0.99791,3.07,0.6,10.4,4,low,red,82.056,0.14624159110851126,23.076923076923077,86.66666666666667,0.7127928571428571
7.2,0.38,0.38,2.8,0.068,23.0,42.0,0.99356,3.34,0.72,12.9,7,medium,red,101.781,0.07074011848969847,54.761904761904766,179.16666666666669,0.3548428571428572
6.2,0.46,0.17,1.6,0.073,7.0,11.0,0.99425,3.61,0.54,11.4,5,low,red,89.946,0.06893024703711116,63.63636363636363,183.8709677419355,0.6214062499999999
9.6,0.33,0.52,2.2,0.074,13.0,25.0,0.99509,3.36,0.76,12.4,7,medium,red,97.836,0.09812339016313014,52.0,129.16666666666669,0.45231363636363636
9.9,0.27,0.49,5.0,0.082,9.0,17.0,0.99484,3.19,0.52,12.5,7,medium,red,98.625,0.10038022813688213,52.94117647058824,126.26262626262626,0.19896799999999998
10.1,0.43,0.4,2.6,0.092,13.0,52.0,0.99834,3.22,0.64,10.0,7,medium,red,78.9,0.1280101394169835,25.0,99.00990099009901,0.38397692307692305
9.8,0.5,0.34,2.3,0.094,10.0,45.0,0.99864,3.24,0.6,9.7,7,medium,red,76.533,0.12804933819398168,22.22222222222222,98.97959183673468,0.4341913043478261
8.3,0.3,0.49,3.8,0.09,11.0,24.0,0.99498,3.27,0.64,12.1,7,medium,red,95.46900000000001,0.08693921587112047,45.83333333333333,145.78313253012047,0.26183684210526315
10.2,0.44,0.42,2.0,0.071,7.0,20.0,0.99566,3.14,0.79,11.1,7,medium,red,87.57900000000001,0.11646627616209364,35.0,108.82352941176472,0.49783
10.2,0.44,0.58,4.1,0.092,11.0,24.0,0.99745,3.29,0.99,12.0,7,medium,red,94.68,0.10773130544993662,45.83333333333333,117.64705882352942,0.24328048780487807
8.3,0.28,0.48,2.1,0.093,6.0,12.0,0.99408,3.26,0.62,12.4,7,medium,red,97.836,0.08483584774520628,50.0,149.39759036144576,0.47337142857142855
8.9,0.12,0.45,1.8,0.075,10.0,21.0,0.99552,3.41,0.76,11.9,7,medium,red,93.891,0.09479076801823391,47.61904761904761,133.7078651685393,0.5530666666666666
8.9,0.12,0.45,1.8,0.075,10.0,21.0,0.99552,3.41,0.76,11.9,7,medium,red,93.891,0.09479076801823391,47.61904761904761,133.7078651685393,0.5530666666666666
8.9,0.12,0.45,1.8,0.075,10.0,21.0,0.99552,3.41,0.76,11.9,7,medium,red,93.891,0.09479076801823391,47.61904761904761,133.7078651685393,0.5530666666666666
8.3,0.28,0.48,2.1,0.093,6.0,12.0,0.99408,3.26,0.62,12.4,7,medium,red,97.836,0.08483584774520628,50.0,149.39759036144576,0.47337142857142855
8.2,0.31,0.4,2.2,0.058,6.0,10.0,0.99536,3.31,0.68,11.2,7,medium,red,88.36800000000001,0.09279377150099581,60.0,136.58536585365854,0.45243636363636364
10.2,0.34,0.48,2.1,0.052,5.0,9.0,0.99458,3.2,0.69,12.1,7,medium,red,95.46900000000001,0.10684096408258176,55.55555555555556,118.62745098039215,0.4736095238095238
7.6,0.43,0.4,2.7,0.082,6.0,11.0,0.99538,3.44,0.54,12.2,6,medium,red,96.25800000000001,0.07895447651104323,54.54545454545454,160.52631578947367,0.36865925925925924
8.5,0.21,0.52,1.9,0.09,9.0,23.0,0.99648,3.36,0.67,10.4,5,low,red,82.056,0.10358779370186215,39.130434782608695,122.3529411764706,0.5244631578947369
9.0,0.36,0.52,2.1,0.111,5.0,10.0,0.99568,3.31,0.62,11.3,6,medium,red,89.15700000000001,0.100945523066052,50.0,125.55555555555556,0.4741333333333333
9.5,0.37,0.52,2.0,0.088,12.0,51.0,0.99613,3.29,0.58,11.1,6,medium,red,87.57900000000001,0.10847349250391075,23.52941176470588,116.84210526315788,0.498065
6.4,0.57,0.12,2.3,0.12,25.0,36.0,0.99519,3.47,0.71,11.3,7,medium,red,89.15700000000001,0.07178348306919255,69.44444444444444,176.5625,0.43269130434782616
8.0,0.59,0.05,2.0,0.089,12.0,32.0,0.99735,3.36,0.61,10.0,5,low,red,78.9,0.10139416983523447,37.5,125.0,0.498675
8.5,0.47,0.27,1.9,0.058,18.0,38.0,0.99518,3.16,0.85,11.1,6,medium,red,87.57900000000001,0.09705523013507804,47.368421052631575,130.58823529411765,0.523778947368421
7.1,0.56,0.14,1.6,0.078,7.0,18.0,0.99592,3.27,0.62,9.3,5,low,red,73.37700000000001,0.09676056529975331,38.88888888888889,130.98591549295776,0.62245
6.6,0.57,0.02,2.1,0.115,6.0,16.0,0.99654,3.38,0.69,9.5,5,low,red,74.955,0.08805283169901941,37.5,143.93939393939394,0.4745428571428571
8.8,0.27,0.39,2.0,0.1,20.0,27.0,0.99546,3.15,0.69,11.2,6,medium,red,88.36800000000001,0.09958355965960529,74.07407407407408,127.27272727272725,0.49773
8.5,0.47,0.27,1.9,0.058,18.0,38.0,0.99518,3.16,0.85,11.1,6,medium,red,87.57900000000001,0.09705523013507804,47.368421052631575,130.58823529411765,0.523778947368421
8.3,0.34,0.4,2.4,0.065,24.0,48.0,0.99554,3.34,0.86,11.0,6,medium,red,86.79,0.09563313745823251,50.0,132.5301204819277,0.41480833333333333
9.0,0.38,0.41,2.4,0.103,6.0,10.0,0.99604,3.13,0.58,11.9,7,medium,red,93.891,0.09585583282742755,60.0,132.22222222222223,0.4150166666666667
8.5,0.66,0.2,2.1,0.097,23.0,113.0,0.99733,3.13,0.48,9.2,5,low,red,72.58800000000001,0.11709924505427893,20.353982300884958,108.23529411764706,0.47491904761904763
9.0,0.4,0.43,2.4,0.068,29.0,46.0,0.9943,3.2,0.6,12.2,6,medium,red,96.25800000000001,0.09349872218413013,63.04347826086957,135.55555555555554,0.41429166666666667
6.7,0.56,0.09,2.9,0.079,7.0,22.0,0.99669,3.46,0.61,10.2,5,low,red,80.47800000000001,0.08325256591863614,31.818181818181817,152.23880597014926,0.3436862068965517
10.4,0.26,0.48,1.9,0.066,6.0,10.0,0.99724,3.33,0.87,10.9,6,medium,red,86.001,0.12092882640899524,60.0,104.8076923076923,0.5248631578947369
10.4,0.26,0.48,1.9,0.066,6.0,10.0,0.99724,3.33,0.87,10.9,6,medium,red,86.001,0.12092882640899524,60.0,104.8076923076923,0.5248631578947369
10.1,0.38,0.5,2.4,0.104,6.0,13.0,0.99643,3.22,0.65,11.6,7,medium,red,91.524,0.11035356846291683,46.15384615384615,114.85148514851484,0.4151791666666667
